columna,columna_1,"CUADRO 3 - Nacimientos por área y sexo, según departamento y municipio de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen,cuadro
13.0,13052.0,,13052 Arjona,66,36,30,0,27,29,0,7,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13062.0,,13062 Arroyohondo,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13074.0,,13074 Barranco de Loba,27,14,13,0,4,3,0,6,5,0,4,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13140.0,,13140 Calamar,28,14,14,0,10,12,0,4,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13160.0,,13160 Cantagallo,9,6,3,0,3,2,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13188.0,,13188 Cicuco,11,9,2,0,7,1,0,2,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13212.0,,13212 Córdoba,11,5,6,0,3,1,0,1,1,0,1,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13222.0,,13222 Clemencia,14,6,8,0,3,8,0,2,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13244.0,,13244 El Carmen de Bolívar,89,34,55,0,20,27,0,1,1,0,13,27,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13248.0,,13248 El Guamo,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13268.0,,13268 El Peñón,7,5,2,0,0,0,0,4,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13300.0,,13300 Hatillo de Loba,22,12,10,0,1,1,0,7,5,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13430.0,,13430 Magangué,242,127,115,0,97,88,0,19,19,0,11,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13433.0,,13433 Mahates,33,22,11,0,6,6,0,14,5,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13440.0,,13440 Margarita,4,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13442.0,,13442 María La Baja,53,28,25,0,19,18,0,4,6,0,5,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13458.0,,13458 Montecristo,9,4,5,0,2,4,0,2,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13468.0,,13468 Mompós,67,36,31,0,28,22,0,6,5,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13473.0,,13473 Morales,22,12,10,0,5,5,0,3,1,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13490.0,,13490 Norosí,11,5,6,0,4,4,0,1,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13549.0,,13549 Pinillos,19,11,8,0,2,3,0,7,4,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13580.0,,13580 Regidor,8,3,5,0,2,3,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13600.0,,13600 Río Viejo,10,4,6,0,4,4,0,0,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13620.0,,13620 San Cristóbal,7,2,5,0,2,3,0,0,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13647.0,,13647 San Estanislao,12,6,6,0,4,3,0,2,3,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13650.0,,13650 San Fernando,7,4,3,0,2,1,0,1,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13654.0,,13654 San Jacinto,18,8,10,0,6,9,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13655.0,,13655 San Jacinto del Cauca,6,5,1,0,1,0,0,2,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13657.0,,13657 San Juan Nepomuceno,15,9,6,0,9,4,0,0,2,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13667.0,,13667 San Martín de Loba,25,10,15,0,2,3,0,6,8,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13670.0,,13670 San Pablo,44,26,18,0,18,10,0,1,4,0,7,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13673.0,,13673 Santa Catalina,13,8,5,0,4,4,0,4,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13683.0,,13683 Santa Rosa,29,15,14,0,12,10,0,0,2,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13688.0,,13688 Santa Rosa del Sur,79,39,40,0,30,29,0,1,5,0,8,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13744.0,,13744 Simití,20,9,11,0,2,4,0,2,2,0,5,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13760.0,,13760 Soplaviento,8,6,2,0,4,1,0,0,1,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13780.0,,13780 Talaigua Nuevo,19,13,6,0,9,3,0,3,3,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13810.0,,13810 Tiquisio,22,12,10,0,2,3,0,3,3,0,7,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13836.0,,13836 Turbaco,70,41,29,0,39,28,0,1,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13838.0,,13838 Turbaná,15,5,10,0,5,9,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13873.0,,13873 Villanueva,22,12,10,0,9,10,0,1,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13894.0,,13894 Zambrano,15,8,7,0,8,6,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
13.0,13999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15000.0,15 Boyacá,Total,959,505,454,0,304,260,0,13,18,0,188,176,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15001.0,,15001 Tunja,149,80,69,0,72,64,0,0,0,0,8,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15022.0,,15022 Almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15047.0,,15047 Aquitania,13,5,8,0,0,3,0,0,0,0,5,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15051.0,,15051 Arcabuco,5,2,3,0,0,0,0,0,0,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15087.0,,15087 Belén,9,5,4,0,3,3,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15090.0,,15090 Berbeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15092.0,,15092 Betéitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15097.0,,15097 Boavita,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15104.0,,15104 Boyacá,7,3,4,0,1,2,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15106.0,,15106 Briceño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15109.0,,15109 Buenavista,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15114.0,,15114 Busbanzá,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15131.0,,15131 Caldas,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15135.0,,15135 Campohermoso,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15162.0,,15162 Cerinza,4,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15172.0,,15172 Chinavita,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15176.0,,15176 Chiquinquirá,42,21,21,0,18,15,0,0,1,0,3,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15180.0,,15180 Chiscas,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15183.0,,15183 Chita,10,9,1,0,1,0,0,0,0,0,8,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15185.0,,15185 Chitaraque,6,4,2,0,2,1,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15187.0,,15187 Chivatá,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15189.0,,15189 Ciénega,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15204.0,,15204 Cómbita,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15212.0,,15212 Coper,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15215.0,,15215 Corrales,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15218.0,,15218 Covarachía,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15223.0,,15223 Cubará,6,2,4,0,0,1,0,1,0,0,1,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15224.0,,15224 Cucaita,6,4,2,0,1,0,0,0,0,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15226.0,,15226 Cuítiva,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15232.0,,15232 Chíquiza,6,1,5,0,0,0,0,1,2,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15236.0,,15236 Chivor,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15238.0,,15238 Duitama,97,58,39,0,53,32,0,1,2,0,4,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15244.0,,15244 El Cocuy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15248.0,,15248 El Espino,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15272.0,,15272 Firavitoba,7,7,0,0,6,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15276.0,,15276 Floresta,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15293.0,,15293 Gachantivá,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15296.0,,15296 Gámeza,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15299.0,,15299 Garagoa,9,3,6,0,3,6,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15317.0,,15317 Guacamayas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15322.0,,15322 Guateque,4,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15325.0,,15325 Guayatá,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15332.0,,15332 Güicán,6,3,3,0,0,2,0,0,0,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15362.0,,15362 Iza,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15367.0,,15367 Jenesano,6,4,2,0,0,0,0,0,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15368.0,,15368 Jericó,6,2,4,0,1,0,0,0,1,0,1,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15377.0,,15377 Labranzagrande,4,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15380.0,,15380 La Capilla,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15401.0,,15401 La Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15403.0,,15403 La Uvita,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15407.0,,15407 Villa de Leyva,14,7,7,0,4,3,0,0,0,0,3,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15425.0,,15425 Macanal,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15442.0,,15442 Maripí,4,2,2,0,1,0,0,0,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15455.0,,15455 Miraflores,4,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15464.0,,15464 Mongua,4,1,3,0,0,2,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15466.0,,15466 Monguí,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15469.0,,15469 Moniquirá,17,12,5,0,4,2,0,0,0,0,8,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15476.0,,15476 Motavita,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15480.0,,15480 Muzo,4,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15491.0,,15491 Nobsa,5,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15494.0,,15494 Nuevo Colón,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15500.0,,15500 Oicatá,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15507.0,,15507 Otanche,10,7,3,0,2,0,0,0,0,0,5,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15511.0,,15511 Pachavita,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15514.0,,15514 Páez,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15516.0,,15516 Paipa,21,10,11,0,7,9,0,0,1,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15518.0,,15518 Pajarito,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15522.0,,15522 Panqueba,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15531.0,,15531 Pauna,5,2,3,0,0,1,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15533.0,,15533 Paya,5,2,3,0,0,0,0,0,0,0,2,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15537.0,,15537 Paz de Río,4,1,3,0,0,2,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15542.0,,15542 Pesca,5,4,1,0,1,0,0,0,0,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15550.0,,15550 Pisba,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15572.0,,15572 Puerto Boyacá,58,30,28,0,17,20,0,4,4,0,9,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15580.0,,15580 Quípama,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15599.0,,15599 Ramiriquí,11,6,5,0,1,1,0,0,0,0,5,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15600.0,,15600 Ráquira,10,4,6,0,1,1,0,0,0,0,3,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15621.0,,15621 Rondón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15632.0,,15632 Saboyá,10,6,4,0,2,0,0,1,2,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15638.0,,15638 Sáchica,6,4,2,0,1,1,0,0,0,0,3,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15646.0,,15646 Samacá,37,15,22,0,5,7,0,0,0,0,10,15,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15660.0,,15660 San Eduardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15664.0,,15664 San José de Pare,5,3,2,0,1,0,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15667.0,,15667 San Luis de Gaceno,4,1,3,0,1,2,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15673.0,,15673 San Mateo,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15676.0,,15676 San Miguel de Sema,3,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15681.0,,15681 San Pablo de Borbur,3,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15686.0,,15686 Santana,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15690.0,,15690 Santa María,4,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15693.0,,15693 Santa Rosa de Viterbo,7,4,3,0,2,2,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15696.0,,15696 Santa Sofía,4,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15720.0,,15720 Sativanorte,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15723.0,,15723 Sativasur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15740.0,,15740 Siachoque,7,2,5,0,0,0,0,0,0,0,2,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15753.0,,15753 Soatá,7,2,5,0,2,4,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15755.0,,15755 Socotá,4,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15757.0,,15757 Socha,11,5,6,0,2,2,0,0,0,0,3,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15759.0,,15759 Sogamoso,108,62,46,0,57,36,0,1,1,0,4,9,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15761.0,,15761 Somondoco,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15762.0,,15762 Sora,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15763.0,,15763 Sotaquirá,3,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15764.0,,15764 Soracá,7,2,5,0,0,0,0,0,0,0,2,5,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15774.0,,15774 Susacón,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15776.0,,15776 Sutamarchán,5,2,3,0,1,1,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15778.0,,15778 Sutatenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15790.0,,15790 Tasco,4,1,3,0,1,0,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15798.0,,15798 Tenza,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15804.0,,15804 Tibaná,5,1,4,0,1,1,0,0,0,0,0,3,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15806.0,,15806 Tibasosa,5,2,3,0,0,2,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15808.0,,15808 Tinjacá,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15810.0,,15810 Tipacoque,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15814.0,,15814 Toca,6,3,3,0,1,2,0,0,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15816.0,,15816 Togüí,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15820.0,,15820 Tópaga,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15822.0,,15822 Tota,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15832.0,,15832 Tununguá,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15835.0,,15835 Turmequé,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15837.0,,15837 Tuta,10,6,4,0,2,2,0,0,0,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15839.0,,15839 Tutazá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15842.0,,15842 Umbita,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15861.0,,15861 Ventaquemada,13,9,4,0,0,0,0,0,0,0,9,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15879.0,,15879 Viracachá,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15897.0,,15897 Zetaquira,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
15.0,15999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17000.0,17 Caldas,Total,600,325,275,0,235,180,0,22,20,0,68,75,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17001.0,,17001 Manizales,236,136,100,0,120,89,0,3,3,0,13,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17013.0,,17013 Aguadas,14,8,6,0,6,1,0,0,1,0,2,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17042.0,,17042 Anserma,10,8,2,0,7,0,0,0,0,0,1,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17050.0,,17050 Aranzazu,13,7,6,0,3,3,0,0,1,0,4,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17088.0,,17088 Belalcázar,9,6,3,0,4,3,0,1,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17174.0,,17174 Chinchiná,36,18,18,0,14,14,0,0,0,0,4,4,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17272.0,,17272 Filadelfia,5,3,2,0,1,1,0,1,0,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17380.0,,17380 La Dorada,62,36,26,0,32,21,0,2,3,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17388.0,,17388 La Merced,3,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17433.0,,17433 Manzanares,10,8,2,0,7,2,0,1,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17442.0,,17442 Marmato,8,2,6,0,0,0,0,1,0,0,1,6,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17444.0,,17444 Marquetalia,8,4,4,0,2,2,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17446.0,,17446 Marulanda,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17486.0,,17486 Neira,12,3,9,0,2,1,0,0,0,0,1,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17495.0,,17495 Norcasia,4,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17513.0,,17513 Pácora,6,6,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17524.0,,17524 Palestina,11,8,3,0,2,0,0,5,2,0,1,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17541.0,,17541 Pensilvania,15,6,9,0,1,4,0,2,3,0,3,2,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17614.0,,17614 Riosucio,34,15,19,0,3,9,0,3,2,0,9,8,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
17.0,17616.0,,17616 Risaralda,10,7,3,0,1,2,0,0,0,0,6,1,0,0,0,0,2023,nacimientos,Cuadro3,cuadro3
